height, code, distance, val, role, tonnes
13,K*JQ[4]NKS,107.865,Cold,Manager,9138
43,H*KI[9]ZIL, 45.258,Cold,Plumber,2858
41,A*EH[8]EPT,101.584,Hot,Co-ordinator,5511
50,E*KJ[6]RHI, 44.617,Cold,Electrician,11905
29,E*QX[8]TDM, 64.260,Cold,Director,11901
52,D*MS[5]NCL, 21.772,Cold,Labourer,11271
48,N*AF[1]QGC, 55.961,Hot,Tester,3379
53,M*TF[6]OBD,  4.880,Hot,Tester,2630
42,D*PO[1]LEM, 56.227,Hot,Tester,1770
31,Z*SW[3]QTV,105.119,Cold,Accountant,1568
46,I*LA[7]BPQ, 10.561,Cold,Programmer,809
19,W*FA[5]AFI, 52.714,Hot,Tester,9214
49,O*JJ[7]EEU, 83.904,Cold,Tester,3452
43,R*JM[0]TXK, 61.783,Cold,Director,11725
21,A*ZN[3]CJL,103.816,Cold,Labourer,11355
42,J*TB[4]URM, 18.796,Cold,Salesman,8405
23,S*YV[1]CZC, 11.502,Cold,Programmer,10581
42,D*GD[4]UCC,112.478,Cold,Cleaner,4815
18,N*XA[1]RPJ,104.678,Hot,Director,9737
46,B*NR[6]ABF, 44.132,Cold,Secretary,6836
54,F*TT[0]RBZ, 78.430,Hot,Accountant,2754
53,R*HD[4]RXS, 58.370,Cold,PA,3266
20,W*DC[9]GEV, 20.754,Cold,Programmer,7951
48,D*YA[4]OZG, 28.110,Cold,Programmer,11254
33,E*GC[9]NEB,104.973,Hot,Cleaner,10923
45,H*BT[2]DFH, 28.250,Hot,Leader,8570
52,H*VE[9]MKN, 67.197,Cold,Plumber,11380
42,D*FD[9]HBI, 25.389,Cold,Director,8698
47,O*RV[0]IGO,119.002,Cold,Electrician,8115
49,X*XQ[9]ZQY, 31.872,Cold,Developer,8065
49,M*KS[2]VFZ, 41.828,Hot,Plumber,8891
43,X*OO[2]DOW,112.397,Cold,Leader,10972
33,B*HZ[2]GJK, 28.392,Cold,PA,9155
14,A*UF[0]GBP, 51.919,Cold,Programmer,11114
41,M*UY[6]VQL, 22.610,Hot,Co-ordinator,5041
54,M*AB[7]CPW, 96.750,Cold,Director,6855
43,L*MR[7]QFT,118.920,Cold,Tester,10788
17,K*FE[9]VOE, 62.179,Hot,Co-ordinator,10856
22,V*ST[0]SIE,  4.440,Hot,Cleaner,3768
52,J*PT[5]TUV,119.795,Cold,Director,8011
54,Y*NR[4]DEW,102.963,Cold,Secretary,10188
22,Z*XR[7]TBA,  9.593,Cold,Tester,11513
48,E*KT[4]NWF, 92.368,Cold,Leader,11505
44,J*HE[5]QZS, 73.215,Cold,Director,8901
45,P*FK[0]UJH, 25.151,Cold,Electrician,8509
24,L*BZ[3]OFI,112.199,Cold,Director,8326
39,O*BY[1]VIA,111.083,Cold,PA,2905
31,K*BQ[8]NNQ, 56.568,Cold,Programmer,9978
50,F*SZ[0]SIH,  7.098,Hot,PA,10967
16,G*PP[9]FXD, 15.980,Hot,Manager,1585
41,N*LY[6]YXY, 63.402,Hot,Cleaner,4404
48,N*YT[1]LAT,113.025,Cold,Co-ordinator,9787
47,X*FP[4]OXC, 36.893,Cold,Secretary,6896
46,S*HB[1]SFW, 73.319,Cold,Developer,11314
43,W*PU[9]XHA,120.298,Hot,Manager,7848
26,R*NJ[0]GOR,117.367,Hot,Secretary,1294
41,U*DZ[4]LRC, 86.948,Hot,Salesman,8969
47,O*MI[2]TDL, 18.825,Hot,Tester,10138
32,E*BC[2]VEX, 63.415,Cold,Plumber,9542
40,Z*VS[0]XMD,111.735,Hot,PA,8018
42,Y*EU[3]VBO, 71.915,Cold,Co-ordinator,9075
30,A*FD[5]VML, 38.240,Cold,Plumber,5583
47,I*GQ[6]RGX,104.925,Hot,Plumber,5816
42,G*QJ[5]MQH, 45.641,Cold,Plumber,8818
49,P*CS[2]BPK, 58.265,Cold,Labourer,9171
51,W*FD[8]AXK, 51.472,Hot,Labourer,7092
46,W*RV[2]WRJ, 44.118,Hot,Labourer,9619
41,N*HL[5vTFB,114.817,Cold,Co-ordinator,10210
53,D*NY[6]NTP, 92.452,Cold,Driver,992
41,T*XG[2]ERT, 95.653,Cold,Tester,11050
43,Y*MU[0]MZT,  9.200,Hot,Programmer,8164
6,B*UL[8]JJZ, 27.587,Cold,Manager,10232
32,G*ZF[5]VMC, 96.801,Cold,Driver,10138
50,C*TH[6]LIR, 18.932,Hot,Programmer,1926
40,T*YA[1]PTD, 67.681,Hot,Programmer,11643
45,G*BY[0]JKF, 89.158,Cold,Electrician,7840
49,V*WX[0]ICR, 29.752,Cold,Cleaner,8758
48,P*HN[0]KTM, 16.439,Hot,Accountant,8924
40,A*AJ[1]QXX, 32.603,Cold,Salesman,9050
10,U*BL[7]TFL, 23.913,Cold,Leader,6425
10,S*OC[6]QCW, 10.295,Hot,Cleaner,571
44,F*DA[2]OVJ, 12.524,Hot,Director,8870
22,T*FZ[5]PCL, 31.281,Cold,Cleaner,3777
41,Q*SD[8]CXI, 11.607,Cold,Manager,10447
47,Y*KUr8]KPQ, 69.536,Hot,Developer,11142
40,N*6LC[8]FSJ, 38.196,Cold,Leader,11347
39,S*!YI[0]IVT, 30.054,Hot,Director,8982
10,E*PK[4]HKN, 99.635,Cold,Leader,9333
40,E*QQ[8]QPN, 19.607,Cold,Labourer,11821
48,F*ZJ[6]ZIT, 63.550,Hot,Cleaner,10556
24,X*XC[7]PAG,114.766,Cold,Electrician,9729
54,G*NL[2]GLQ, 33.246,Cold,Co-ordinator,9823
45,C*GB[8]FSH, 28.897,Hot,Manager,1950
39,S*QR[8]XQP, 29.823,Cold,Tester,11689
40,V*DR[9]XEN, 45.128,Cold,Secretary,7801
30,9*CE[9]SIC, 78.089,Hot,Developer,10440
50,G*LV[8]ZVI,114.385,Cold,Labourer,8689
52,W*YN[9]FYO, 50.648,Hot,PA,10905
48,V*VY[1]VND,113.023,Cold,Developer,9217
47,W*MS[8]KYQ, 77.319,Cold,Director,7476
47,H*OL[8]IEQ, 79.231,Cold,Cleaner,10754
35,P*XI[9]OOF, 51.717,Cold,Labourer,8450
52,G*ZI[8]JCL, 53.642,Cold,Salesman,1430
32,Y*OK68]YIV,103.557,Cold,Cleaner,5782
43,O*BI[9]XDH, 41.545,Hot,Salesman,9717
53,K*UA[4]ZGU, 18.808,Hot,Driver,11285
40,P*TS[2]OLV, 24.686,Cold,Co-ordinator,3792
52,M*FW[7]HKM, 86.807,Cold,Tester,4468
44,Q*JI[0]UFE, 55.335,Hot,Leader,9180
49,G*BU[4]JRO,  4.658,Hot,Tester,8401
51,X*TL[0]ZAJ, 98.814,Cold,Tester,7330
44,P*CC[9]IWB, 19.063,Hot,Developer,10013
52,Z*TU[4]AVV, 40.858,Cold,Labourer,8888
45,G*PN[9]SAE, 28.260,Cold,Leader,8508
51,H*CQ[6]vSU, 75.032,Hot,Secretary,11294
14,X*HX[6]VMD, 34.116,Cold,Plumber,5183
41,C*ZK[3]VSS, 46.345,Cold,Secretary,5963
42,B*XT[6]ZVK, 24.091,Cold,Driver,10641
12,K*RY[2]MFP, 59.934,Cold,Cleaner,10495
25,&*GE[5]KQM,  6.185,Cold,Cleaner,1054
27,K*IL[7]EGF,  5.597,Hot,Leader,6270
31,I*VF[4]XAV, 55.280,Hot,Director,11169
54,K*SP[7]IgV, 87.308,Hot,Labourer,5509
40,V*PB[4]FWV, 80.260,Cold,Secretary,4596
30,S*VN[8]RKU, 50.475,Cold,Salesman,10987
18,L*QU[9]FOG, 59.189,Cold,Electrician,6420
44,Y*IT[1]RZA, 71.813,Hot,Co-ordinator,11009
11,S*GR[6]ZJL, 19.629,Hot,Director,4261
40,U*FA[5]TTT, 66.861,Cold,Developer,6535
42,U*NA[0]ERT, 80.760,Cold,Leader,8464
52,B*CW[8]UZX, 67.844,Hot,Director,10205
46,5*VP[0]XJN, 96.803,Hot,Electrician,9211
43,B*NM[5]TVQ, 87.121,Cold,Leader,5070
41,W*XX[5]Q3J, 57.652,Hot,Programmer,10599
41,V*JM[C]FZA, 17.171,Cold,Storeman,5014
41,L*TV[2]NRT, 60.808,Cold,Director,8605
44,N*DK[2]FAI, 16.149,Cold,Designer,8335
50,T*XV[6]WSD, 64.692,Cold,Co-ordinator,1737
13,d*BN[1]IZR, 90.028,Cold,Tester,10746
53,WBW[4]NZA, 75.177,Cold,Storeman,11066
9,8*SE[3]SIG, 53.663,Cold,Director,11332
48,Z*XV[6]EWO, 37.831,Cold,Labourer,9674
53,G*QI[5]7IG, 54.187,Cold,Cleaner,6919
37,B*CR[4]YHZ, 95.076,Hot,Salesman,1202
53,Qr*PT[6]UBH, 30.844,Cold,Cleaner,11763
51,Z*AD[8]RCR, 93.696,Cold,Director,9006
51,Q*MZ[8]BHV, 10.132,Cold,Developer,2754
50,W*QX[5]KZA, 43.877,Cold,Co-ordinator,6806
45,O*JG[3]SFO, 64.535,Cold,Labourer,9546
38,E*QW[6]BZD, 37.874,Cold,Programmer,8585
44,0*LO[8]MGT, 47.675,Hot,Programmer,10640
12,A*VH[2]UYY, 89.039,Cold,Director,6366
50,Y*TP[8]FBL, 49.319,Cold,Tester,5575
36,U*WZ[0]QJL, 98.037,Cold,Co-ordinator,3871
41,V*UJ[6]WSR, 74.456,Cold,Tester,11748
51,U*UU[0]GCV, 99.011,Cold,Director,11913
41,N*OU[2]RII, 37.768,Cold,Programmer,9102
20,X*BA[4]XDE,116.905,Cold,Tester,10744
6,O*HQ[1]LDN, 20.428,Hot,Tester,11693
21,W*GP[8]OMK, 32.217,Hot,PA,5809
44,A*AZ[9]PZL, 73.394,Cold,Salesman,9470
54,J*GX[8]FIY, 71.111,Hot,Director,2415
18,H*DT[9]FQX, 19.420,Cold,Director,11324
11,F*RO[4]OBS, 21.062,Hot,Secretary,8048
41,Q*GP[3]HZZ, 35.579,Hot,Labourer,10438
51,D*SA[4]EXD, 10.535,Hot,Designer,383
43,C*LD[3]LGN, 81.914,Hot,Secretary,8578
33,E*QR[4]HFQ, 82.475,Cold,Director,1112
49,M*CQ[8]UDG,  5.417,Hot,Director,9171
28,Y*TH[7]FIB, 25.548,Cold,PA,10054
40,N*BG[7]IQO,119.742,Cold,Plumber,7814
49,Z*IE[6]ZVN, 31.839,Hot,Plumber,9361
44,W*QW[4]EZU, 46.280,Cold,Manager,978
17,R*BZ[4]CJL, 55.152,Hot,Labourer,10245
47,I*QD[3]VLX, 98.035,Cold,Leader,4795
15,E*NI[6]VKQ, 97.773,Hot,Storeman,5760
20,I*WI[0]YSWY,  9.425,Hot,Tester,8190
45,L*AZ[4]OKF, 80.259,Cold,Labourer,387
42,B*XT[8]WCE, 40.461,Hot,Director,11349
23,Y*ES[6]TIV, 92.191,Cold,Tester,6731
30,I*DF[8]MCD, 65.607,Hot,Driver,11349
25,R*NA[0]OBR, 13.445,Cold,Electrician,5057
10,W*ZE[7]BFC, 24.804,Cold,Director,11754
39,O*AE[8]FKC,113.901,Cold,Manager,10385
49,U*LN[5]OHZ, 44.123,Cold,Developer,1077
53,K*KH[1]BGO, 66.648,Cold,Cleaner,6690
16,S*SO[8]SVZ,  4.216,Cold,PA,11279
37,U*BY[7]BQV, 41.767,Hot,Labourer,7931
49,U*YI[6]IJU, 60.048,Hot,Manager,9016
30,W*IX[8]SQG,118.129,Hot,Director,2314
47,CvQN[8]BDV,  8.675,Cold,Labourer,11896
39,X*TS[6]VWI,113.611,Hot,Electrician,11070
53,F*T[6]FZR,112.779,Cold,Labourer,6947
30,N*ZT[5]RHB, 35.563,Cold,Salesman,3215
16,Y*OW82]TZJ,  7.518,Cold,Director,6206
39,X*IX[9]SYE, 90.163,Cold,Plumber,2579
32,K*QM61]AEE,  8.222,Cold,Leader,11672
50,E*BH[1]ECH, 41.306,Cold,Electrician,10639
49,L*NO[3]WPR,108.035,Cold,Director,9544
45,HQL[5]ULT, 85.179,Hot,Plumber,7944
39,B*Pe[6]NZO,118.900,Hot,Leader,8849
45,B*EC[4]ACM, 71.498,Cold,Developer,10638
6,M*PH[1]MWL, 70.550,Cold,Accountant,8977
12,N*ZV[7]QUZ, 25.562,Cold,Director,8820
18,R*LY[6]YLK,103.578,Hot,Accountant,11883
49,L*LN[8]PYW, 55.933,Cold,Developer,8711
51,A*ZA[1(]YTI, 11.083,Cold,Co-ordinator,9783
31,I*HJ[9]YZR,102.519,Cold,Developer,8713
48,I*VG[7]LEP, 61.378,Cold,Plumber,10542
38,L*IJ[4]GFB, 80.263,Cold,Secretary,8044
19,Y*PY[5]HYU,118.401,Hot,Co-ordinator,5864
10,V*EM[6]NHD, 64.819,Cold,Tester,613
31,A*GV[6]KTO, 54.707,Cold,Cleaner,8307
27,P*IY[5]SFF, 58.531,Cold,PA,11421
26,W*BY[2]VCH,111.503,Hot,Director,9507
33,o*WQ[1]YOV, 60.553,Cold,Director,320
48,N*CG[4]DPF, 80.252,Cold,Secretary,7310
49,P*RR[8]DKG, 70.041,Hot,Co-ordinator,11072
24,K*WW[4]URY, 65.276,Cold,Labourer,11214
31,G*OP[4tQPX, 72.430,Cold,Labourer,4745
44,V*XM[7]CEZ, 31.207,Cold,Programmer,4519
50,I*UX[5]RYX,107.544,Cold,Designer,1785
54,Z*CA[4]PFL,  9.319,Cold,Labourer,10086
51,A*LN[4]CLE,  5.803,Cold,Manager,11500
8,C*WW[9]ZAV, 67.583,Hot,Programmer,217
28,K*RW[5]LOM, 71.193,Cold,Leader,4834
41,I*PV[2]KVI,113.266,Cold,Tester,8522
44,N*OE[6]BZB, 37.969,Hot,Director,7906
17,M*YV[9]UWU, 12.842,Cold,Programmer,5903
16,M*IN[6]PSN,105.432,Cold,Director,9209
31,D*IR[8]JOF, 30.596,Cold,Tester,8769
36,G*MH[7]FHQ, 85.142,Hot,Tester,9642
24,Q*FG[8]AKL,111.441,Cold,PA,4707
44,F*VK[0]CGB,117.524,Hot,Plumber,11378
41,H*DF[3]IMS, 95.966,Hot,Plumber,9842
28,H*LS[7]MCU,  4.496,Hot,Manager,3464
48,N*HL[0]DOV,  9.745,Cold,Driver,2086
39,I*XV[9]TMD, 45.446,Cold,Leader,7321
48,P*XQ[8]REZ, 44.420,Cold,Director,8414
14,R*SU[8]ZYY, 66.970,Hot,Director,10426
50,K*CY[7]OKA,107.397,Hot,Developer,8914
53,Y*sY[1]YUW,109.611,Cold,PA,9623
34,G*QO[9]VJZ,108.613,Cold,Designer,3405
54,Z*RN[0]JQT,106.102,Cold,Director,5017
50,U*TA[5]MXC,116.703,Cold,Leader,11662
50,P*LJ[1]TBB, 27.326,Cold,Leader,8415
24,H*ZJ[7]FXO, 78.004,Cold,Tester,4526
27,Z*QN[1]OOF, 76.118,Hot,Electrician,3308
42,K*IS[9]LTB, 50.925,Cold,Leader,9137
54,D*PN[6]ZGN,111.837,Cold,Cleaner,7820
53,D*GN[7]=CE, 85.261,Cold,Plumber,8069
50,T*CH[0]NVL, 26.116,Cold,Cleaner,4900
44,B*TD[1]IVQ, 21.266,Hot,Tester,3967
34,P*CD[5]ZDL,119.678,Cold,Tester,8247
13,Z*HP[4]HGZ, 13.078,Cold,Director,9888
48,Z*SH[1]EYT, 98.982,Cold,Cleaner,8329
12,R*LI[5]IJP,103.128,Cold,PA,10242
23,H*RH[2]CJU, 32.913,Cold,Tester,2688
46,I*MY[8]VZG, 49.415,Cold,Cleaner,5618
54,X*FV[9]RIU,108.751,Cold,PA,6362
37,M*WX[6]IAA, 10.005,Cold,Programmer,729
52,P*PT[6]DLL, 64.544,Hot,Secretary,5324
36,H*HT[8]PRQ, 59.172,Hot,Co-ordinator,11963
23,F*TA[9SZN,105.265,Cold,Accountant,3388
14,W*CJ[3]MXC, 11.556,Cold,Developer,11563
42,Q*nJ[6]VCM, 85.647,Cold,Plumber,10444
15,N*WB[5]MFL, 72.804,Cold,Developer,7965
19,K*NU[1]FPH, 74.525,Hot,Tester,4630
52,F*RK[3]VEC, 74.156,Cold,Electrician,5075
40,L*ES[1]AUB, 72.772,Hot,Programmer,10478
53,M*UI[6]YBV, 35.107,Hot,PA,465
46,D*MK[0]GTC,  4.951,Cold,PA,10844
42,I*NR[9]IEA, 57.446,Cold,Tester,10425
40,G*WC[2]AXR, 78.314,Hot,Salesman,1706
49,F*QC[19LSZ,101.237,Cold,Driver,2293
23,M*DP[0]#KU, 20.200,Hot,Manager,8359
49,O*EU[6]BKI, 21.553,Cold,Director,11878
7,J*ME[6sUBY, 99.346,Cold,Cleaner,10690
54,S*UG[0]WMM, 57.635,Cold,Cleaner,3837
54,O*HJ[9]WUR, 73.726,Cold,Director,3638
31,D*VS[1]HLV,  7.052,Hot,Salesman,11414
39,R*NS[1]PPC, 24.205,Hot,Labourer,8349
54,M*NX[6]ZKT, 93.032,Cold,PA,6159
40,8*GW[1]RYW, 49.777,Cold,Co-ordinator,11392
47,D*VZ[6]ALE, 57.547,Cold,Co-ordinator,9074
38,W*SB[2]VDF,114.333,Cold,Programmer,7741
50,M*WF[2]HLS,  7.295,Cold,Cleaner,6629
54,D*CM[6]VAS, 22.376,Cold,Plumber,3633
51,Q*CH[0]BVR, 60.556,Cold,Leader,6752
39,L*DX[3]VPB, 12.326,Hot,Electrician,8679
37,Y*NB[1]DKX, 46.048,Hot,Designer,11743
53,N*NQ[9]ZCB, 98.915,Cold,Developer,9643
53,E*SO[4]LHI, 65.907,Hot,Director,8239
47,P*TG[9]LXG, 21.560,Cold,Labourer,10095
19,+*ST[0]VZX, 47.942,Cold,Co-ordinator,9319
40,N*X3[9]QEH,  9.636,Cold,Developer,9882
45,D*TK[5]LMQ, 87.451,Hot,Labourer,1816
49,u*UQ[1]HIY, 34.164,Cold,Leader,69
10,B*FO[9]ZZV,118.570,Hot,Storeman,5591
22,P*TN[1]MWC,114.722,Hot,Electrician,10185
9,O*CG[2]YSL, 13.219,Cold,Labourer,9341
15,O*MD[6]FFN, 52.338,Cold,Tester,9954
24,X*UA[2]JIG, 50.815,Cold,Tester,10241
52,F*IV[0]TTO, 12.608,Hot,Tester,874
54,M*TP[D]ZGC, 92.709,Cold,Cleaner,11748
43,I*MX[4]YCW, 48.782,Cold,Director,1977
7,K*WG[0]KQO, 42.362,Cold,Labourer,4594
44,B*OR[4]KPC, 28.325,Hot,Developer,4522
13,D*CX[3]VSJ,116.223,Cold,Director,5432
48,F*FI[1EYRW, 26.512,Cold,PA,5873
30,K*OI[7]CIZ, 48.164,Cold,Secretary,1066
40,E*JI[3]ZOQ,119.312,Cold,Labourer,6703
7,A*FO[2]CAJ,  8.286,Cold,Plumber,1277
43,Q*DL[8]OBF, 45.151,Cold,Co-ordinator,9825
49,A*DA[2]KHA, 95.544,Cold,Tester,3334
49,E*FS[6]SLD, 55.738,Hot,Driver,10361
25,F*IE[2]YWG,102.634,Cold,Director,4302
54,E*LN[1]LEF, 40.777,Cold,Programmer,9123
38,X*KS[3]LFN, 18.366,Hot,Tester,7848
53,E*CK[6]VYE, 41.457,Hot,Tester,7519
7,B*IW[9]WYU,110.149,Hot,Cleaner,11789
10,L*HK[7]ARD,118.497,Cold,Accountant,9758
51,P*DW[6]YPF, 26.582,Hot,Labourer,10931
17,Y*WC[0]FML,100.315,Cold,Electrician,8404
40,Y*HH[3]IPZ, 19.152,Hot,Plumber,4524
51,Z*AH[8]KSQ, 19.695,Cold,Tester,7933
46,C*WE[5]FSQ, 48.650,Cold,Salesman,9567
41,W*PU[0]NOQ, 91.465,Hot,Electrician,6336
12,W*CZ[7]QRQ, 47.782,Cold,Developer,11348
30,O*GS[5]TVY, 87.132,Hot,Co-ordinator,10481
35,M*QV[1]MVX, 95.915,Cold,Co-ordinator,9081
54,B*XG[4]JGF, 20.172,Cold,Secretary,9287
50,N*FS[9]RWD, 29.271,Cold,Tester,8765
52,P*PZ[6]WGH, 93.165,Cold,Cleaner,7599
42,M*HQ[7]HZE, 87.424,Cold,Plumber,8926
44,S*KW[7]MVY, 23.482,Cold,Programmer,3127
44,V*MX[8]BOI,116.023,Hot,Co-ordinator,9137
50,Q*DJ[1]DPN, 66.538,Hot,Programmer,8893
39,J*LL[5]IYR, 78.231,Cold,Director,645
6,W*UV[7]CDP,  5.549,Cold,Cleaner,9417
48,Q*MR[4]AVP, 49.605,Cold,Tester,10458
48,P*NS[8]TGM, 23.829,Hot,Tester,11615
9,V*VI[4]PJX, 45.245,Cold,Cleaner,8013
43,N*8F[2]QBX, 96.278,Cold,Director,11100
24,W*DC[0]KIO, 33.279,Cold,Secretary,9045
40,D*ZP[f9]TVG, 87.283,Cold,Programmer,2161
22,W*PT[0]KZU, 89.622,Cold,Labourer,10145
40,J*XW[6]WAF,  8.350,Cold,Co-ordinator,8482
34,C*SP[4]SLJ, 49.167,Cold,Plumber,9626
41,C*FL[4]KYS, 93.193,Hot,Director,11896
53,Y*AW[4]ZKQ, 64.788,Cold,Co-ordinator,11734
44,A*XL[4]LTO, 83.307,Hot,Cleaner,9756
23,Z*RW[6]MQB,105.516,Cold,Leader,2811
32,U*JD[7]WMB, 85.751,Cold,Plumber,9368
43,E*OA[5]KNT, 26.003,Hot,Manager,9924
39,V*SW[8]FXO, 16.157,Cold,Storeman,5520
26,N*JW[8]KFD,102.554,Hot,Secretary,9556
42,V*HX[7]FTV, 17.031,Hot,Labourer,5110
28,W*NH[0]SEH, 57.430,Hot,Programmer,321
53,W*UI[1]LVC,115.469,Cold,Developer,7810
14,H*MT[J]PAF,113.510,Hot,Director,8721
17,A*MO[7]DXB, 95.745,Cold,Developer,6303
42,Y*CTw9]SYM, 74.610,Cold,Tester,8053
53,V*AV[3]BLI, 31.385,Hot,Tester,7912
12,Z*LV[4]NAZ, 68.311,Hot,Plumber,11183
52,Z*VZ[1]FXS, 80.305,Hot,Plumber,9644
47,R*DJ[4]AZD,100.210,Cold,Director,8002
29,H*BF[3]VXA, 74.085,Cold,Driver,10991
26,I*UD[8]WCP, 15.648,Cold,Plumber,1607
40,B*YX[8]ZSW, 34.275,Hot,Electrician,2593
52,N*RO[4]CIH, 24.289,Hot,Salesman,10990
37,C*HP[1]SGU,  4.778,Hot,Tester,8698
39,F*TU[I]BSJ, 85.293,Hot,Secretary,10345
51,F*FT[8]PCZ, 83.376,Cold,Electrician,3562
50,Z*GI[3]GFL,114.611,Cold,Programmer,7958
42,H*AQ[5]ZAS, 66.107,Hot,Salesman,9427
34,Z*OY[8]SEB, 27.566,Cold,Director,8816
49,W*OG[4]DZT, 31.499,Cold,PA,10066
54,P*NO[4]HHD, 38.731,Hot,Director,2471
39,A*MQ[2]ZYP, 80.292,Hot,Leader,622
43,T*WG[9]SEH, 60.744,Hot,Developer,11615
44,F*OC[0]RFM, 86.283,Cold,Co-ordinator,8622
45,F*EI[9]KOI,111.856,Cold,Salesman,10703
40,T*TO[5]IKH, 51.761,Hot,Driver,2389
32,C*SK[9]XRF, 36.568,Cold,Cleaner,10300
37,G*TE[0]ZIX, 18.808,Hot,Director,6644
53,F*QW[7]YWR, 99.766,Hot,Designer,1162
31,Y*HI[7]DWS, 67.154,Cold,Programmer,7334
23,K*GF[4]EVX,  9.616,Hot,Tester,2366
54,O*JT[5]LJL, 67.085,Cold,Leader,6169
41,X*FQ[2]WAL,105.378,Cold,Tester,10131
41,G*QE[5]SST, 34.605,Hot,PA,2046
54,H*HT[3]ABC, 78.338,Cold,Plumber,5480
47,K*TA[9]PJX, 27.825,Hot,Storeman,9984
50,A*ZG[4]ELT, 38.107,Cold,Plumber,11577
44,P*DO[8]TSW, 70.187,Hot,Tester,3203
34,U*CR[5]RIL, 82.485,Cold,Cleaner,9976
45,C*HK[6]RZN, 74.486,Cold,Electrician,10332
46,J*PP[9]KFS, 47.232,Cold,Storeman,474
42,J*KF[7]IYX,102.779,Hot,Labourer,6836
42,V*ERk[8]UWU, 55.145,Cold,Secretary,9567
46,M*DI[4]SWM, 48.801,Cold,Storeman,9856
53,X*JP[5]OMF, 18.985,Cold,Director,11143
54,G*BX[6]JTB,107.948,Hot,PA,8806
31,O*OO[4]RDA, 86.958,Cold,Director,10226
42,J*FE[1]ISX,  5.750,Cold,Tester,3127
30,H*XD[0]IRR, 50.312,Cold,Tester,2688
27,F*OO[7]XGF, 37.138,Cold,Tester,10428
40,Y*BP[7]XZR,  3.043,Cold,Developer,8120
44,P*SK[1]FSE,  6.693,Cold,Developer,11380
40,I*XY[1]WTK, 71.059,Hot,Tester,11959
50,Z*EZ[4]LSZ,  6.108,Cold,Tester,842
54,C*ST[1]BXQ, 43.148,Cold,Leader,10297
51,A*KX[1]YUZ,118.918,Cold,Cleaner,10031
39,P*GD[1]CQQ, 74.719,Cold,Cleaner,796
48,N*RZ[8]KYR, 84.400,Cold,Plumber,10979
16,V*AL[9]FPK,  9.770,Cold,Labourer,11324
53,W*FV[3]DWL,  7.642,Hot,Labourer,7610
51,S*IV[8]JTX, 34.555,Cold,Director,705
52,Z*GU[1]PYI, 56.782,Cold,Driver,6512
17,Q*GV[9]IQO,116.551,Cold,Co-ordinator,1534
15,M*DK[8]EQL, 14.948,Hot,Manager,10435
48,S*HH[2]UZT, 91.655,Cold,Co-ordinator,11296
50,R*L[1]ALV,115.384,Hot,Programmer,9045
46,W*GN[9]TXR, 92.203,Hot,Electrician,5858
46,T*FT[0]YPO, 31.861,Cold,Leader,7428
40,Y*IS[4]YEQ, 74.769,Hot,Developer,10033
14,D*XE[2]JDY, 59.791,Cold,Leader,9611
43,B*OH[0]ASN,109.056,Cold,Director,9241
43,G*FK[7]RMW, 37.540,Hot,Co-ordinator,10539
47,N*QP[0]RUU, 37.134,Hot,Tester,5403
47,C*RJ[7]LJD, 20.434,Cold,Programmer,10922
12,N*MP[1]EBJ,  9.026,Cold,Director,9392
32,T*GN[6]MRQ,103.473,Cold,Plumber,11283
54,G*XU[2]NXO, 22.299,Cold,Labourer,6641
47,B*TI[5]HVM, 94.972,Cold,PA,8490
43,B*QK[5]HHH,112.443,Cold,Labourer,7719
52,O*JD[8]JEH,100.177,Cold,Storeman,6676
40,V*IP[3]WUN, 11.795,Cold,Cleaner,4799
44,G*AF[8]MWH, 37.480,Hot,Manager,11596
46,L*LD[3]SPS, 54.093,Cold,Director,11481
53,Z*VU[Z]WXJ, 94.605,Cold,Accountant,8202
12,V*HG[7BBUI, 49.682,Hot,Tester,8223
41,P*JX[7]HOM, 11.968,Hot,Developer,1041
19,M*PT[1]SRH,110.148,Cold,Director,3777
52,T*I2[0]NYQ, 59.583,Hot,Electrician,11448
46,J*XW[1]DUF, 40.720,Cold,Storeman,7992
48,K*QN[1]QUO, 29.599,Hot,PA,3341
54,G*KU[0]HRF, 30.579,Cold,PA,7993
47,G*GK[2]HQH, 32.300,Cold,Plumber,8212
40,C*IMn8]AYS, 81.004,Cold,Secretary,7994
50,K*LC[1]QSE, 39.273,Cold,Plumber,326
9,Q*YZ[5]HSG,107.348,Hot,Labourer,8115
30,L*OJ[2]MSS, 26.549,Cold,Director,7804
47,Z*XI[0]YKX, 50.669,Hot,Storeman,8026
51,L*GM[7]RXF, 16.616,Cold,Co-ordinator,1402
44,X*HG[7]PDR, 52.004,Cold,Director,8013
41,F*YI[0]VIQ,103.179,Cold,Salesman,8352
27,F*IN[8]GCW,106.022,Hot,Director,7360
21,J*OD[9]IGW, 41.463,Cold,Director,5795
52,P*MM[4]IXK, 90.113,Cold,Manager,2059
44,V*DS[3]KLL, 18.143,Cold,PA,10045
12,S*NS[0]PEO,120.426,Cold,Tester,10679
45,S*LV[5]BZX, 31.498,Hot,PA,7741
28,L*OC[9]CCI, 45.749,Hot,Electrician,10081
53,N*YG[2]NNC, 60.738,Hot,Secretary,8933
25,B*WI[6]FIC, 83.172,Cold,Electrician,2104
42,P*DV[0]CDR, 35.385,Hot,Director,9201
46,G*DI[4]LGO, 73.602,Cold,Cleaner,10017
